颈部前屈,颈部后仰,肩部上举范围,肩部前伸范围,肘部屈伸,手腕背伸,手腕桡偏/尺偏,背部屈曲范围,持续时间,重复频率,疲劳等级
12,7,55,100,17,2,8,4,2,42,0
5,10,43,69,83,6,9,12,1,210,0
9,15,58,3,44,11,7,10,2,127,0
4,10,51,31,83,5,6,3,17,15,0
12,18,13,73,109,9,7,12,2,153,1
8,16,17,75,87,9,7,8,1,151,0
8,19,43,46,89,10,8,7,35,8,0
14,6,38,23,67,6,5,1,3,36,0
3,23,31,75,72,8,3,9,1,152,0
7,15,29,42,92,7,5,12,6,41,0
10,7,44,33,63,8,8,9,1,168,0
14,17,15,40,34,3,0,8,1,53,0
16,8,17,92,23,5,2,8,1,203,0
15,5,0,2,110,6,6,0,1,291,0
7,10,14,30,68,7,4,10,2,142,0
10,22,38,26,77,9,4,3,1,176,0
17,2,34,101,112,7,3,11,1,275,1
16,9,24,97,78,6,5,5,1,216,0
13,23,41,78,68,14,9,12,1,269,0
4,20,41,70,91,5,8,12,2,176,0
11,12,22,113,77,4,5,8,2,125,1
9,17,37,67,38,7,3,0,17,17,0
17,9,32,90,54,5,4,12,1,235,0
10,10,0,32,58,6,5,4,2,66,0
5,21,37,69,26,9,4,9,1,239,0
7,11,40,44,21,7,2,0,1,121,0
7,14,60,111,11,8,3,10,1,191,0
14,25,41,97,49,5,7,15,8,32,0
10,11,34,35,101,13,6,3,2,138,0
17,3,60,120,90,9,3,12,1,262,1
8,20,39,120,55,6,9,19,1,106,0
12,10,49,93,65,13,5,9,1,291,1
17,24,31,49,91,9,1,9,1,280,0
14,5,32,70,66,9,0,5,2,116,0
5,14,4,49,42,8,7,7,1,237,0
4,21,1,2,54,9,7,19,4,66,0
10,5,45,44,72,9,3,12,1,266,0
10,9,36,92,35,8,10,9,3,97,0
11,11,48,87,88,5,8,0,1,166,0
12,12,52,58,3,3,5,10,1,233,0
8,13,17,10,34,8,6,12,1,274,0
12,13,20,108,101,4,1,6,1,169,0
0,13,52,47,73,11,7,13,5,55,0
8,4,33,20,63,12,5,11,1,277,0
15,9,23,92,10,5,6,4,1,254,1
4,13,19,46,66,6,3,17,1,286,0
7,1,1,53,68,6,7,7,2,23,0
4,9,3,44,0,6,2,6,2,25,0
8,0,19,65,78,4,8,6,1,181,0
10,22,34,46,45,3,5,6,2,126,0
20,0,12,80,69,0,6,15,1,184,0
4,6,56,28,77,5,2,7,1,228,0
9,5,26,21,6,8,3,12,8,21,0
8,4,24,65,42,10,7,16,4,82,0
9,6,24,43,41,8,9,7,1,252,0
15,11,24,49,55,12,5,4,1,289,0
9,21,28,58,54,9,0,19,1,129,0
8,12,30,75,81,3,7,6,4,5,0
9,17,55,23,52,5,7,20,2,188,0
14,12,45,73,86,6,2,2,1,67,0
11,3,19,67,47,7,4,8,96,3,0
11,20,13,58,92,9,3,13,1,271,0
7,7,24,65,19,2,8,5,1,183,0
6,9,42,43,80,5,8,12,2,122,0
15,10,26,77,75,10,5,7,1,163,0
13,11,34,80,0,11,9,5,4,53,0
11,18,13,69,116,14,1,6,1,143,0
7,12,38,106,63,12,5,11,1,191,0
6,3,36,81,69,10,8,0,1,206,0
6,17,13,69,38,2,8,13,1,176,0
9,20,10,4,75,3,6,12,1,236,0
10,16,33,96,55,11,4,10,2,120,0
5,0,46,0,25,10,5,6,2,190,0
2,6,50,108,91,8,4,13,1,296,1
10,24,50,77,79,9,2,12,4,62,0
8,18,21,44,34,4,3,9,1,225,0
9,5,51,16,86,10,2,14,1,195,0
13,18,48,90,39,2,3,4,2,164,0
6,7,33,46,53,13,6,11,7,11,0
5,3,17,40,15,7,5,11,2,133,0
6,3,14,56,53,8,9,14,1,169,0
3,18,22,62,92,14,7,14,2,110,0
12,9,14,120,33,9,7,9,2,114,1
11,18,31,37,97,11,4,14,2,172,0
12,11,43,76,0,0,6,7,1,201,0
9,23,48,120,47,8,5,18,1,259,1
9,10,20,61,95,0,0,8,2,113,0
8,12,0,55,74,0,2,11,2,191,1
7,4,4,38,63,13,9,11,3,90,0
15,12,38,78,87,0,5,7,3,82,0
7,14,26,81,5,7,9,16,3,62,0
14,7,0,98,42,7,7,10,21,9,0
10,14,47,63,46,0,8,0,4,72,0
6,20,9,86,0,2,5,9,2,139,1
7,18,30,55,66,9,7,6,2,131,0
12,17,47,79,70,10,6,8,1,262,0
11,6,56,61,62,3,1,6,1,292,0
0,4,32,26,81,10,3,8,9,29,0
7,17,25,81,55,3,8,19,1,275,1
8,14,16,33,25,10,5,18,7,35,0
5,1,48,9,50,6,4,13,1,108,0
5,25,38,102,55,5,5,10,1,298,1
20,14,0,44,24,10,3,6,1,274,0
4,12,0,92,25,8,4,12,1,151,0
10,17,15,79,85,7,8,10,5,56,0
13,14,36,43,112,7,3,14,3,48,0
7,11,30,84,100,7,6,14,3,67,0
11,22,18,83,41,4,5,8,28,3,0
8,6,60,70,108,8,4,13,1,296,0
15,19,15,0,0,9,5,10,2,178,0
10,22,49,115,50,4,4,8,3,67,0
6,10,37,26,77,2,3,17,1,226,0
15,10,42,69,100,6,5,12,1,228,0
6,17,10,14,41,15,5,5,1,270,0
6,8,10,53,22,9,7,11,1,179,0
13,20,41,75,39,0,1,9,1,198,0
6,21,36,60,120,0,7,14,1,131,0
8,17,23,91,32,10,8,10,2,152,1
16,9,28,116,53,8,6,11,2,122,1
10,25,41,76,40,6,3,15,4,65,0
14,15,42,43,67,2,7,15,1,292,0
5,13,21,55,86,4,4,10,1,166,0
9,12,33,89,45,6,2,14,1,210,0
0,16,44,73,87,7,6,6,5,7,0
5,13,38,57,0,0,5,9,2,119,0
7,3,12,64,112,8,6,11,1,167,0
14,11,60,87,59,13,5,15,4,82,0
20,15,17,58,116,0,2,2,3,91,0
8,10,28,76,110,8,6,18,1,168,0
9,4,14,39,45,15,6,5,3,10,0
4,15,26,41,21,7,5,10,4,42,0
9,11,29,55,80,12,6,7,1,139,0
12,25,8,10,93,13,8,5,1,240,0
8,4,50,44,77,9,7,10,1,222,0
16,15,23,10,75,1,3,18,1,103,0
11,9,47,39,61,9,2,19,1,237,0
5,7,36,70,89,6,7,18,1,180,0
5,6,22,113,56,2,5,15,1,135,0
13,14,39,36,101,1,10,17,1,145,0
14,11,56,103,68,10,6,13,1,270,0
11,14,48,56,22,10,6,11,2,174,0
10,25,21,112,77,9,7,8,1,291,1
10,18,34,84,39,11,3,6,2,110,0
0,15,24,54,75,5,4,6,1,121,0
14,14,32,57,42,6,1,8,6,41,0
14,19,14,47,102,5,6,1,2,143,0
9,7,12,21,120,6,1,11,2,145,0
0,12,53,86,32,8,4,12,1,280,0
11,19,25,75,35,11,2,17,10,10,0
14,15,45,71,30,11,9,15,1,259,0
10,16,46,89,59,7,3,10,1,118,0
4,10,39,105,79,6,2,6,2,157,1
10,0,18,47,56,1,4,20,5,33,0
7,22,15,70,74,8,9,10,1,279,1
11,11,28,36,69,9,5,7,1,211,0
14,23,15,92,87,8,5,4,1,266,1
11,4,16,114,80,2,4,6,6,40,0
10,12,24,29,77,9,7,0,3,110,0
6,14,45,0,33,8,4,4,3,60,0
3,21,27,46,29,5,6,8,31,8,0
10,17,34,57,21,14,6,13,1,256,0
9,16,28,19,24,13,4,12,1,291,0
11,21,49,58,0,11,5,9,3,72,0
2,20,23,72,31,2,7,10,38,6,0
9,12,57,58,75,9,3,10,1,195,0
9,17,13,99,66,14,6,16,1,183,0
15,2,35,81,70,8,3,13,4,47,0
10,7,9,89,91,5,4,9,2,116,0
3,19,30,104,83,6,5,6,1,228,1
13,12,30,63,54,6,6,14,2,105,0
13,4,43,78,54,0,6,11,4,72,0
14,3,30,29,116,5,10,7,1,178,0
9,2,41,19,119,7,4,9,2,182,0
7,9,24,62,70,9,8,8,2,95,0
14,15,24,96,59,7,6,5,1,260,1
8,17,23,34,70,7,3,11,47,3,0
0,17,43,72,66,4,8,20,132,1,0
6,12,5,78,41,11,8,8,2,117,0
11,1,16,98,78,0,1,11,2,125,0
20,20,35,41,101,9,8,3,1,82,0
12,13,50,42,8,12,7,13,1,240,0
6,16,60,21,63,8,2,8,18,4,0
10,10,17,92,31,11,6,7,2,107,0
0,8,19,24,113,3,4,8,2,94,0
14,7,25,75,91,8,4,17,1,171,0
10,21,30,93,74,6,3,14,1,167,0
0,5,30,11,76,6,1,6,1,191,0
8,9,26,77,41,12,4,8,1,72,0
8,23,23,44,66,2,3,3,4,58,0
12,7,11,38,44,4,4,10,9,17,0
10,12,31,39,55,8,5,4,1,81,0
15,17,0,46,43,3,7,8,1,200,0
11,15,42,54,72,7,0,5,2,188,1
2,2,24,99,28,13,5,9,3,88,0
15,12,22,24,73,9,4,20,1,117,0
7,11,51,97,47,8,9,9,1,230,0
17,24,38,88,55,13,5,0,1,276,1
8,16,2,56,104,8,8,5,3,90,0
4,0,21,44,50,11,4,10,32,9,0
16,12,35,52,19,13,7,8,1,269,0
8,12,51,34,64,7,2,13,2,131,0
9,16,21,93,65,5,2,11,2,179,1
19,14,45,37,31,9,6,13,2,102,0
6,19,53,47,73,9,7,9,1,300,0
20,16,29,81,39,1,0,8,1,182,0
10,7,52,95,17,5,4,0,4,45,0
16,13,34,31,11,9,3,12,1,234,0
15,24,25,0,118,6,8,11,36,5,0
13,18,60,67,118,8,7,14,1,153,0
12,9,34,31,55,12,3,0,2,44,0
9,13,35,92,58,14,5,5,1,129,0
8,4,32,110,49,10,3,9,7,27,0
9,7,50,99,19,5,8,11,1,131,0
7,18,35,5,84,5,7,10,8,32,0
12,11,33,55,67,9,8,15,1,242,0
17,2,57,58,4,2,6,12,1,202,0
15,10,44,46,107,6,7,5,1,146,0
10,4,15,72,65,7,9,7,1,265,1
20,11,24,76,68,10,3,10,4,70,0
9,10,16,81,61,6,8,4,1,256,1
12,17,19,45,64,8,7,2,1,232,0
5,13,60,38,12,1,7,11,1,147,0
10,8,39,50,69,2,3,9,1,278,0
8,14,19,78,36,9,10,15,4,23,0
10,13,28,0,62,7,6,11,2,119,0
17,15,36,120,63,11,4,9,1,192,0
4,16,51,51,69,2,5,7,2,129,0
11,15,41,114,115,4,2,7,6,50,0
10,15,0,68,97,7,4,16,2,73,0
10,12,60,89,45,6,6,11,2,159,0
10,13,35,120,14,5,8,12,2,110,0
13,12,56,85,40,11,1,13,1,109,0
8,12,31,58,80,7,6,7,1,165,0
8,14,35,49,91,10,10,0,1,88,0
8,13,25,76,7,15,4,16,1,215,0
10,3,32,69,58,8,3,9,1,189,0
0,15,47,34,89,7,3,6,1,284,0
13,16,17,64,37,7,6,12,2,142,0
9,12,59,29,102,5,1,15,1,192,0
6,8,18,64,84,5,0,8,3,76,0
16,8,28,76,46,7,6,4,1,143,0
8,13,27,45,50,3,4,13,7,7,0
13,4,48,13,120,8,7,9,2,65,0
20,8,38,112,55,11,5,20,1,283,1
10,6,60,22,20,3,6,0,1,204,0
15,8,25,44,77,13,7,5,3,97,0
6,12,34,6,117,2,3,6,1,162,0
8,14,16,108,17,4,9,12,8,24,0
11,14,33,66,87,10,4,5,1,264,0
13,9,31,15,96,11,6,11,1,143,0
7,11,43,0,39,2,5,8,18,15,0
5,17,13,80,78,11,5,7,2,89,0
8,15,29,71,65,2,0,15,1,226,0
11,17,17,42,45,9,6,13,1,167,0
16,18,32,62,33,2,4,14,1,159,0
12,21,51,10,45,9,0,13,1,233,0
13,17,26,89,95,5,1,10,1,216,0
17,23,22,86,63,0,9,13,1,121,0
6,8,41,101,39,2,7,10,2,105,0
4,11,2,74,120,6,3,0,1,147,0
5,9,21,54,80,3,2,9,2,128,0
11,17,38,34,63,6,3,9,2,171,0
14,8,16,0,55,10,5,4,3,43,0
8,17,40,36,44,5,7,9,7,43,0
10,17,36,12,62,7,5,12,1,277,0
19,16,25,78,83,13,6,17,2,90,0
8,16,39,78,32,8,4,11,2,23,0
7,14,16,70,64,11,5,2,1,213,0
10,2,31,20,90,12,9,15,1,268,0
9,8,31,61,62,9,7,17,1,300,0
4,14,42,38,31,10,5,12,1,262,0
2,10,25,104,47,4,5,9,1,158,0
16,16,36,59,114,11,7,0,1,94,0
6,11,7,9,90,8,7,4,2,137,0
17,15,31,76,30,10,0,1,1,250,0
10,12,34,40,101,10,6,10,1,294,0
13,9,19,56,115,5,3,3,1,235,0
5,18,32,79,97,15,7,8,2,111,0
11,16,28,34,70,6,1,15,1,81,0
19,9,6,89,75,9,3,16,1,56,0
5,9,37,32,54,6,1,18,1,183,0
19,1,7,78,22,4,2,17,1,163,0
17,22,32,105,30,1,4,16,1,190,0
12,0,44,28,28,5,3,9,1,210,0
8,23,12,25,90,0,0,2,3,57,0
9,17,29,89,120,9,3,13,1,160,0
14,13,21,80,59,10,6,8,3,76,0
12,18,35,67,37,4,6,18,1,140,0
11,19,0,76,77,7,7,10,2,94,0
0,9,37,31,31,15,6,10,2,95,0
18,8,20,70,45,5,6,15,1,156,0
12,14,24,0,0,9,8,14,1,243,0
17,15,30,99,90,5,7,8,15,17,0
12,20,33,58,21,8,0,18,1,195,0
16,23,29,20,67,5,5,8,2,142,0
14,14,34,16,6,11,9,18,2,107,0
18,10,34,71,120,9,2,18,3,71,0
16,12,29,56,59,8,8,12,2,105,0
17,19,5,31,65,10,6,16,1,256,0
16,23,45,120,80,10,10,11,1,260,1
2,0,25,81,58,9,2,8,1,180,0
14,13,26,21,68,9,9,2,1,38,0
11,3,17,16,57,8,6,11,1,271,0
4,17,33,85,25,8,8,15,40,3,0
9,15,49,59,69,2,2,5,1,141,0
7,6,43,46,94,6,1,10,1,245,0
13,8,37,64,0,1,6,3,1,85,0
14,6,60,68,78,10,3,17,7,44,0
5,21,18,56,69,7,6,11,1,164,0
10,15,33,77,65,14,5,2,1,297,1
7,25,33,7,65,1,1,3,3,91,0
6,25,30,31,35,7,0,7,2,143,0
16,11,49,87,114,5,5,3,10,17,0
3,9,20,71,21,6,4,9,2,114,0
3,22,22,46,33,8,3,5,14,17,0
7,18,35,109,90,10,4,11,3,108,1
13,21,22,62,68,8,9,9,1,205,0
1,25,36,56,86,12,0,15,3,102,0
10,4,31,87,54,7,5,5,1,205,0
17,15,24,18,38,7,6,0,6,13,0
5,17,28,78,54,12,3,6,1,216,0
7,14,50,120,50,4,6,8,1,105,0
14,0,52,40,83,7,4,8,1,266,0
7,17,60,49,42,10,3,6,1,282,0
6,10,54,56,29,5,4,7,1,246,0
5,24,60,17,49,8,3,12,1,216,0
11,22,17,82,93,10,3,7,2,119,0
1,14,23,89,66,7,4,15,2,167,1
10,13,33,71,40,2,6,7,5,58,0
11,20,30,13,78,11,9,0,2,103,0
14,7,41,39,71,13,7,12,5,44,0
11,13,9,39,69,6,6,0,1,294,0
6,24,36,21,56,5,7,9,1,195,0
2,10,30,33,51,7,6,14,1,249,0
9,6,23,76,85,5,7,13,2,90,0
9,7,34,99,64,14,5,12,1,293,1
18,18,28,56,82,5,1,3,2,164,0
9,13,38,78,69,8,5,4,3,76,0
7,3,17,7,45,7,3,5,1,295,0
6,9,29,58,26,7,3,11,2,147,0
6,3,14,39,47,12,6,6,3,74,0
7,25,34,91,1,7,10,8,2,36,0
7,20,7,55,31,4,3,3,3,23,0
9,0,21,32,61,6,3,6,2,129,0
12,5,0,87,44,12,5,18,1,201,1
3,17,28,84,65,10,6,15,2,149,0
6,19,33,90,56,1,4,11,43,3,0
16,12,53,58,63,6,7,13,1,257,0
6,15,60,99,70,10,3,15,2,70,0
11,25,46,57,60,11,4,7,1,38,0
8,13,45,32,77,4,3,13,1,258,0
10,1,19,15,47,15,8,17,5,53,0
10,14,16,85,81,6,5,9,142,1,0
16,15,48,20,76,8,6,20,5,18,0
10,17,25,49,117,7,5,11,1,268,0
8,16,28,120,51,5,7,16,2,130,1
11,24,53,66,79,4,5,8,2,78,0
6,10,14,25,25,8,4,15,5,55,0
12,14,43,69,120,6,5,6,19,9,0
2,14,18,32,67,6,8,4,1,259,0
5,12,28,70,83,12,3,6,2,104,0
16,5,26,52,67,5,2,19,1,226,0
11,19,35,51,75,4,7,17,2,130,0
13,3,37,69,66,9,3,16,3,43,0
10,7,36,102,116,10,3,16,1,253,1
10,7,11,85,29,9,7,6,13,23,0
12,12,47,79,47,0,4,11,2,151,0
16,9,42,89,53,10,6,12,1,253,0
9,12,26,78,65,8,7,10,2,95,0
9,24,18,83,74,7,3,6,1,241,1
6,16,53,65,56,11,4,2,1,228,0
8,13,49,25,88,14,4,14,2,167,0
12,13,5,4,101,7,5,12,1,259,0
6,14,32,100,66,7,6,9,3,59,0
7,8,14,45,98,1,5,15,1,180,0
6,9,19,50,0,7,6,12,2,92,0
7,2,23,61,48,6,4,8,1,275,0
12,6,24,56,75,6,8,16,4,53,0
8,23,26,63,50,7,1,12,2,106,0
13,14,13,70,62,15,0,12,1,299,1
15,8,51,53,47,11,6,18,1,61,0
10,10,60,42,41,9,5,11,2,91,0
9,17,11,68,28,10,6,13,2,87,0
10,15,6,51,72,4,7,13,2,101,0
16,4,43,45,69,0,5,7,1,160,0
12,18,24,35,84,14,6,14,1,182,0
4,6,29,82,96,10,5,17,1,210,0
18,9,36,16,77,11,0,16,1,203,0
10,16,37,63,63,5,4,2,1,154,0
12,5,42,94,26,14,3,14,1,203,0
20,16,16,99,77,0,8,5,1,138,0
9,21,39,50,61,11,7,1,3,13,0
9,11,41,71,71,8,3,10,2,23,0
8,11,17,0,9,7,8,0,1,278,0
10,6,35,23,89,11,9,13,1,208,0
11,15,21,3,44,9,3,17,1,249,0
12,1,22,84,73,5,6,6,3,99,0
15,10,32,63,118,11,7,8,1,248,0
7,16,32,45,11,6,9,14,1,300,0
6,25,2,66,43,7,8,3,2,164,1
20,11,32,33,29,9,5,9,1,212,0
20,7,7,49,50,7,3,13,1,207,0
0,14,44,66,30,8,7,9,1,286,0
7,18,29,3,24,3,5,18,3,68,0
2,9,42,77,29,3,0,7,2,55,0
7,24,33,39,103,7,5,15,1,187,0
8,12,26,82,34,0,5,17,1,220,0
9,20,35,96,111,9,5,13,1,259,1
16,15,31,31,42,0,8,13,2,93,0
13,20,2,44,82,8,5,6,1,144,0
11,5,27,33,53,7,4,12,3,107,0
8,14,43,107,80,10,2,4,3,74,0
8,15,29,76,34,12,6,19,2,44,0
15,7,22,119,93,13,6,12,1,120,0
10,5,32,75,61,7,6,16,10,16,0
10,16,22,49,41,7,5,17,2,138,0
15,6,46,50,11,12,1,20,1,103,0
12,16,27,23,71,8,6,4,2,66,0
14,5,45,5,15,7,2,4,4,71,0
9,9,41,29,59,4,6,8,1,177,0
5,10,23,61,68,4,10,11,6,35,0
13,4,28,88,69,8,0,5,1,279,1
14,2,19,38,30,0,4,4,4,65,0
6,18,37,4,120,11,3,5,3,72,0
20,7,27,100,86,8,8,20,1,214,0
3,17,31,62,27,8,7,14,1,221,0
10,14,48,64,102,5,2,11,1,112,0
9,18,51,91,15,9,2,14,1,211,0
9,8,40,3,0,6,6,4,1,157,0
14,13,30,40,35,5,7,1,2,110,0
6,25,31,13,62,10,4,14,1,170,0
18,11,51,51,107,12,8,15,4,9,0
17,13,11,85,44,3,7,7,5,62,0
6,21,14,88,64,11,1,19,1,224,1
20,8,31,74,97,4,2,6,29,7,0
18,14,32,120,106,6,0,8,1,113,0
16,6,46,10,48,6,4,12,5,56,0
7,12,41,84,35,6,5,19,1,193,0
10,18,56,59,62,5,8,6,1,23,0
4,9,30,107,73,11,4,7,1,246,1
15,10,0,78,92,8,0,0,3,57,0
1,14,25,60,36,8,4,6,1,260,0
13,8,29,47,80,9,0,9,2,125,0
0,1,34,81,86,9,7,19,1,218,0
14,12,53,70,33,13,7,2,1,197,0
5,13,36,32,54,8,4,4,2,134,0
18,9,19,18,88,7,2,14,1,246,0
14,15,23,41,96,7,2,4,1,266,0
1,8,52,70,38,11,9,5,14,13,0
20,18,28,106,50,6,5,14,2,65,0
2,17,60,47,23,7,6,18,2,157,0
13,16,30,19,44,6,3,10,1,189,0
0,13,29,80,107,1,1,3,2,139,0
12,6,7,6,0,0,5,13,2,103,0
8,25,39,92,45,9,1,12,5,55,0
16,9,20,92,12,9,5,8,1,276,1
8,10,31,20,65,15,7,15,1,206,0
17,15,46,4,92,7,8,8,1,156,0
10,10,20,56,95,5,8,18,2,107,0
11,10,38,38,91,7,5,6,2,165,0
7,16,19,87,46,5,2,16,3,83,0
20,0,10,80,32,15,0,13,1,194,0
17,0,10,34,61,0,10,8,1,250,0
7,19,23,81,85,4,3,10,1,261,1
20,15,0,70,14,9,2,10,2,158,1
16,21,60,21,55,7,6,16,2,175,0
7,12,20,57,67,9,5,20,1,296,1
2,1,4,48,61,10,9,12,4,74,0
15,0,13,100,47,11,4,11,2,138,1
2,21,32,105,56,6,1,15,1,154,0
6,0,14,42,38,10,6,10,11,8,0
11,14,35,0,62,9,7,4,1,186,0
18,7,42,91,26,2,5,10,2,129,0
11,24,15,59,72,12,4,6,1,261,0
10,19,41,65,84,4,3,14,2,119,0
8,18,19,39,77,10,4,9,1,185,0
11,18,0,57,55,7,7,14,2,73,0
13,8,28,68,100,6,4,10,240,1,0
11,2,24,51,120,13,1,14,2,141,0
12,9,38,52,56,2,7,13,1,219,0
10,13,48,51,28,5,1,13,2,149,0
5,20,26,15,4,9,3,9,1,205,0
3,25,1,6,82,11,9,2,3,59,0
19,13,1,50,68,6,7,15,5,27,0
8,11,56,52,78,7,4,7,2,185,0
14,24,24,0,101,6,3,18,1,162,0
13,6,48,55,57,8,2,15,1,265,0
6,23,46,54,13,5,1,10,9,22,0
5,23,36,54,48,4,8,6,1,269,0
6,15,28,3,47,1,5,10,1,260,0
7,20,18,46,116,5,7,12,1,245,0
4,10,48,41,67,1,3,11,1,218,0
13,25,3,66,50,9,3,10,1,294,1
19,10,1,88,41,8,6,10,12,20,0
6,16,30,54,75,14,2,14,2,157,0
10,13,23,59,33,4,2,20,2,160,0
10,12,32,60,103,1,4,12,1,205,0
19,15,37,64,78,6,5,13,2,114,0
4,12,39,26,73,6,6,9,1,142,0
8,8,40,76,33,11,8,15,2,114,0
17,3,56,0,26,4,3,2,1,35,0
10,16,22,110,64,14,6,14,12,16,0
15,15,27,39,115,3,7,0,1,216,0
17,3,16,8,28,12,6,19,1,250,0
11,2,30,31,66,7,7,6,1,300,0
0,21,59,0,35,9,2,12,2,69,0
8,15,32,93,68,9,0,12,1,219,0
6,3,49,78,42,5,8,9,1,238,0
9,11,17,104,69,1,4,12,2,158,1
11,15,20,74,89,10,6,10,1,210,0
11,5,31,57,12,8,6,10,1,261,0
8,7,48,17,33,3,9,7,3,71,0
13,16,23,0,97,12,4,10,1,210,0
14,3,25,69,95,10,4,9,3,46,0
11,19,24,57,62,11,10,9,1,271,0
20,14,47,35,59,12,4,10,1,256,0
6,16,24,120,76,9,8,17,1,279,1
14,16,27,102,50,10,6,20,8,34,0
8,12,18,85,19,7,8,13,2,173,1
13,0,43,81,64,8,5,7,8,33,0
12,20,36,39,38,9,1,14,1,169,0
4,20,32,45,93,2,5,0,1,229,0
20,16,6,29,40,6,4,12,1,156,0
12,25,18,108,29,9,6,6,2,185,1
10,7,31,34,58,9,5,14,1,204,0
14,25,34,85,60,7,3,3,2,176,1
11,7,31,25,113,10,6,7,3,22,0
13,10,41,64,120,5,1,12,1,272,0
15,6,54,67,42,9,7,1,1,199,0
18,6,42,40,80,8,3,5,1,204,0
9,14,43,83,108,9,0,7,5,15,0
6,15,25,53,0,9,4,2,1,119,0
3,19,27,67,55,4,10,18,5,51,0
16,21,23,97,0,1,3,9,1,289,1
7,16,12,40,92,0,6,5,1,226,0
5,7,21,29,46,0,5,15,1,242,0
4,7,16,36,18,11,2,6,1,157,0
12,10,31,41,48,3,3,8,2,6,0
15,10,31,94,0,8,3,11,2,147,0
5,17,32,73,116,12,4,11,3,48,0
9,20,51,32,91,10,6,7,2,142,0
3,15,41,71,101,5,7,10,1,165,0
7,17,25,75,8,9,8,12,1,288,1
11,0,32,24,74,8,9,5,2,163,0
10,22,17,56,64,9,3,10,1,257,0
12,24,27,65,76,11,2,9,3,59,0
9,7,34,88,107,7,10,7,2,87,0
9,10,16,92,43,11,6,5,2,8,0
13,12,26,53,69,10,6,6,3,73,0
10,0,29,106,52,10,2,11,2,120,0
7,25,23,91,67,11,4,18,1,139,0
8,2,12,60,105,10,5,6,2,129,0
0,16,28,120,98,6,9,7,1,237,1
14,15,3,65,27,5,3,14,4,76,0
10,12,18,78,63,4,7,12,1,135,0
8,11,27,14,40,12,6,7,1,216,0
13,19,4,79,78,4,4,7,1,250,1
8,25,38,46,77,1,3,13,4,36,0
18,7,14,88,73,8,6,12,1,283,1
0,20,29,76,74,8,6,13,4,34,0
5,15,36,46,48,3,3,7,6,38,0
1,11,2,43,62,6,6,8,1,123,0
13,21,52,69,39,6,5,5,2,113,0
7,14,36,42,73,13,4,7,1,83,0
14,16,36,34,35,15,9,4,2,131,0
4,17,31,77,90,7,10,7,1,82,0
20,17,4,52,42,3,8,7,1,207,0
3,23,9,12,65,6,6,6,1,206,0
5,0,32,31,34,8,5,8,1,268,0
4,9,44,18,43,6,6,2,2,169,0
6,13,30,27,61,9,3,5,6,40,0
6,13,22,50,77,9,8,9,2,171,0
19,13,10,113,36,12,4,13,1,292,1
9,10,14,73,11,6,4,16,6,15,0
4,16,9,102,88,5,3,15,1,177,1
9,1,33,95,6,9,3,9,1,205,0
8,19,38,69,38,15,1,5,1,199,0
18,18,38,99,56,3,5,12,2,177,1
4,11,11,20,72,9,8,18,27,10,0
0,12,45,0,0,10,3,12,12,5,0
10,25,1,69,97,12,6,6,1,176,0
20,8,26,37,0,10,5,15,2,95,0
4,6,59,23,65,6,7,10,1,244,0
19,14,40,32,66,4,3,16,1,257,0
16,6,54,58,80,5,6,12,1,252,0
0,19,38,29,43,8,4,11,6,36,0
6,17,53,30,93,9,5,12,1,234,0
13,9,23,39,109,11,8,14,1,109,0
15,0,9,34,56,14,4,20,2,98,0
11,10,28,52,76,12,9,2,1,277,0
15,4,31,65,72,4,3,7,16,4,0
12,14,43,74,44,3,7,12,1,165,0
10,18,50,60,93,3,8,11,1,155,0
13,11,35,55,92,5,5,9,2,130,0
2,12,28,37,38,12,2,8,1,227,0
13,1,32,63,26,7,4,4,2,132,0
8,5,46,56,77,13,4,9,1,283,0
6,10,26,120,69,5,9,10,3,66,0
13,19,23,63,47,7,5,16,1,265,0
7,23,35,26,49,7,8,5,2,53,0
7,11,38,95,61,6,10,11,1,167,0
8,4,50,86,118,0,6,12,3,64,0
9,8,37,99,45,9,0,10,2,75,0
7,23,38,51,38,5,7,11,1,4,0
12,1,36,61,57,7,3,7,1,272,0
10,19,21,66,71,9,2,7,1,206,0
0,13,26,13,86,7,7,14,2,157,0
5,15,50,61,48,6,6,3,1,270,0
15,4,51,111,61,14,8,18,1,197,0
8,16,46,91,58,1,3,9,1,274,0
11,25,35,76,37,7,4,7,1,236,0
20,13,22,60,11,7,7,1,1,284,0
12,10,8,64,0,6,5,0,5,43,0
15,18,3,40,102,14,6,10,1,248,0
10,0,28,23,0,4,5,15,1,242,0
8,5,0,45,0,4,5,16,2,92,0
6,23,18,89,86,8,3,7,1,154,0
14,12,37,64,89,3,4,10,1,140,0
20,10,31,47,68,8,8,17,3,40,0
14,15,35,33,31,1,2,12,4,17,0
9,10,33,26,108,8,0,2,2,150,0
14,13,40,92,48,11,7,9,6,34,0
15,21,27,0,80,5,4,10,1,277,0
6,2,33,61,83,7,4,17,1,277,0
5,10,29,65,0,6,5,1,6,46,0
12,11,23,0,79,7,3,14,1,212,0
12,8,54,3,79,9,5,13,1,213,0
13,7,39,120,61,14,4,15,38,3,0
18,9,37,0,80,7,3,13,1,214,0
13,19,48,120,66,3,7,16,3,88,0
6,20,4,22,68,6,4,20,2,136,0
10,18,20,61,88,0,7,4,1,209,0
